id,de,en,es,fr,phe,kcal,protein,fat,carbs,sugar,fiber,salt,emoji
P1A1120,"Weizen-Radler, alkoholfrei (Weizenbier, alkoholfrei, mit Zitronenlimonade)","Wheat beer, alcohol-free, mixed with carbonated lemonade","Radler de trigo, sin alcohol (cerveza de trigo sin alcohol con refresco de limón)","Panaché de blé, sans alcool (bière de blé sans alcool et limonade)",0.012,30,0.242,0,6.996,5.836,0,0.012,🍺
G341152,Rotkohl gedünstet,Red cabbage stewed,Lombarda rehogada,Chou rouge étuvé,0.03,27,1.489,0.171,3.555,3.486,2.4,0.025,🥬
U990400,"Sauce Hollandaise, Konserve","Sauce Hollandaise, canned","Salsa holandesa, conserva","Sauce hollandaise, conserve",0.12,100,2.7,7.24,5.998,0.056,0.071,1.55,🥫
U611172,"Schwein Filet/Lende, gegrillt","Pork tenderloin, grilled","Cerdo, solomillo, a la parrilla","Porc, filet, grillé",1.36379,154,29.97,3.78,0,0,0,0.151,🥩
Y569122,"Hähnchenschenkel/Hähnchenkeule, gebraten im Ofen",Chicken thigh fried in oven,Muslo de pollo asado al horno,Cuisse de poulet rôtie au four,1.01255,307,24.8,23.05,0,0,0,0.6152,🍗
T206172,Schellfisch gegrillt,Haddock grilled,Eglefino a la parrilla,Églefin grillé,0.96,92,21.5,0.71,0,0,0,0.218,🐟
B411000,Weizenvollkornbrötchen,Wholemeal wheat roll,Panecillo integral de trigo,Petit pain complet de blé,0.5,288,10.5,3.26,49,1.4,9.79,1.46,🥖
H926100,Soja-Bratlinge gebraten ohne Fett (Pfanne),Soya burgers fried without fat (pan),Hamburguesas de soja fritas sin grasa (sartén),Galettes de soja poêlées sans matière grasse,1.05,287,20.1,20.13,6,3.2,0.5,1.735,🫘
C334032,Hirse gekocht,Millet boiled,Mijo cocido,Millet cuit,0.25,139,4.67,1.17,26.76,0.21971,1.31,0.0002,🌾
U773162,"Schaf Bratenfleisch (Bug, fett) gebraten ohne Fett (Ofen)","Sheep meat for roasting (shoulder, fat) fried without fat (oven)","Oveja, carne para asar (paleta, grasa) asada sin grasa (horno)","Mouton, viande à rôtir (épaule, gras) rôtie sans matière grasse (four)",1.1,351,23.3,28.6,0,0,0,0.295,🍖
C238032,"Dinkel Grieß, gekocht","Spelt semolina, boiled","Sémola de espelta, cocida","Semoule d'épeautre, cuite",0.066,37,1.36,0.2,7.14,0.0725,0.67,0.0002,🌾
K718152,Steinpilz gedünstet,Porcini mushroom stewed,Boleto (seta calabaza) rehogado,Cèpe étuvé,0.141,65,7.606,0.563,4.6,0.746,8.479,0.02,🍄
Y890512,"Kaiserschmarren (mit Milch 1,5 % Fett) gebraten","""Kaiserschmarren"" fried (thick pancake with milk 1.5 % fat, cut into pieces)","Kaiserschmarren (con leche 1,5 % grasa) frito","Kaiserschmarren (au lait 1,5 % de matière grasse) poêlé",0.419,244,8.1,12.6,23.3,7.3,1.4,0.185,🥛
K704182,Birkenpilz gebraten ohne Fett (Pfanne),Brown birch bolete fried without fat (pan),Boleto áspero frito sin grasa (sartén),Bolet rude poêlé sans matière grasse,0.103,76,7.705,1.016,5.36,0.869,10.639,0.008,🍖
Y362012,"Schweinshaxe geschmort, ohne Sauce","Pork hock braised, without sauce","Codillo de cerdo estofado, sin salsa","Jarret de porc braisé, sans sauce",1.07392,300,29.71,20.15,0.02,0,0.01,0.7982,🍖
D730300,Spritzgebäck mit Mandeln (Rührmasse),Spritz biscuits with almonds (cake batter),Pastas de manga con almendra (masa batida),Biscuits à la poche aux amandes (pâte à cake),0.345,528,7.07,31.18,53.08,23.038,3.3,0.032,🥜
S142300,Birnenkraut (ohne Zuckerzusatz),"Pear butter, unsweetened",Melaza de pera (sin azúcar añadido),Sirop de poires (sans sucre ajouté),0.025,191,1,0.9,42.9,33.2,9.9,0.0061,🍬
V272162,"Rentier Fleisch, gebraten ohne Fett (Ofen)","Reindeer meat, fried without fat (oven)","Reno, carne, asada sin grasa (horno)","Renne, viande, rôtie sans matière grasse (four)",1.41,144,31.6,2,0,0,0,0.2,🍖
V402142,"Baby-Pute Fleisch, mit Haut, geschmort ohne Fett","Young turkey meat, with skin, braised without fat","Pavo joven, carne con piel, estofada sin grasa","Jeune dinde, viande avec peau, braisée sans matière grasse",1.224,183,31.705,6.268,0,0,0,0.102,🍗
U892162,"Schaf Hinterhaxe, mittelfett, gebraten ohne Fett (Ofen)","Sheep hindshank, medium fat, fried without fat (oven)","Oveja, jarrete trasero, semigraso, asado sin grasa (horno)","Mouton, jarret arrière, mi-gras, rôti sans matière grasse (four)",0.9,219,25.2,13.1,0,0,0,0.18,🍖
T753132,"Garnele/Granat/Krabbe, gekocht",Common shrimp boiled,"Camarón, cocido","Crevette grise, cuite",0.904,94,19.11,1.973,0,0,0,0.425,🦐
T208182,"Merlan/Wittling, gebraten ohne Fett (Pfanne)",Whiting fried without fat (pan),"Merlán, frito sin grasa (sartén)","Merlan, poêlé sans matière grasse",0.849,100,21.8,1.47,0,0,0,0.215,🍖
T207272,"Köhler/Seelachs, tiefgefroren, gegrillt","Saithe/pollack, deep-frozen, grilled","Carbonero, congelado, a la parrilla","Lieu noir, surgelé, grillé",0.961,107,23.507,1.427,0,0,0,0.23,🐟
K707182,Edel-Reizker gebraten ohne Fett (Pfanne),Saffron milk cap (red pine mushroom) fried without fat (pan),Níscalo frito sin grasa (sartén),Lactaire délicieux poêlé sans matière grasse,0.02,59,4.644,1.098,4.8,0.3,9.066,0.025,🍖
K702182,Trüffel gebraten ohne Fett (Pfanne),Black truffle (Perigord black truffle) fried without fat (pan),Trufa negra frita sin grasa (sartén),Truffe noire poêlée sans matière grasse,0.311,120,13.587,0.836,1,1,27.115,0.315,🍖
K110162,"Kartoffel geschält, gebacken","Potatoe peeled, baked","Patata pelada, al horno","Pomme de terre pelée, cuite au four",0.127,117,2.732,0.141,25.211,1.267,2,0.012,🥔
F301600,Erdbeersaft,Strawberry juice,Zumo de fresa,Jus de fraise,0.022,30,0.738,0.32,5.325,5.271,0.2,0.00976,🧃
Y851512,Rhabarberkompott zuckerreduziert,Rhubarb compote sugar-reduced,Compota de ruibarbo reducida en azúcar,Compote de rhubarbe à teneur réduite en sucre,0.014,49,0.508,0.119,9.13,8.935,2.71,0.005,🍮
T313200,Rotzunge tiefgefroren,Witch deep-frozen,Mendo congelado,Plie cynoglosse surgelée,0.673,71,15.5,1,0,0,0,0.302,🍖
C359042,"Reis parboiled, poliert, geschmort ohne Fett","Rice parboiled, braised without fat","Arroz vaporizado, blanco, estofado sin grasa","Riz étuvé, blanc, braisé sans matière grasse",0.121,101,2.405,0.27,22.1,0.1,0.5,0,🍚
T204152,"Dorsch/Kabeljau, gedünstet",Cod stewed,"Bacalao, rehogado","Cabillaud, étuvé",0.652,74,16.7,0.84,0,0,0,0.19,🐟
U853132,"Schaf Brust, fett, gekocht","Sheep breast, fat, boiled","Oveja, pecho, graso, cocido","Mouton, poitrine, grasse, cuite",0.818,480,17.5,45.5,0,0,0,0.185,🥩
G482182,"Frühlingszwiebel/Lauchzwiebel, gebraten ohne Fett (Pfanne)",Spring onion fried without fat (pan),"Cebolleta, frita sin grasa (sartén)","Oignon nouveau, poêlé sans matière grasse",0.094,43,3,0.3,4.7,4.4,4.1,0.048,🧅
U632162,"Schwein Kamm, gebraten ohne Fett (Ofen)","Pork neck, fried without fat (oven)","Cerdo, aguja, asada sin grasa (horno)","Porc, échine, rôtie sans matière grasse (four)",1.01321,205,24.66,11.78,0,0,0,0.1505,🍖
T121182,Thunfisch gebraten ohne Fett (Pfanne),Tuna fried without fat (pan),Atún frito sin grasa (sartén),Thon poêlé sans matière grasse,1.095,153,25,5.84,0,0,0,0.108,🐟
F602600,Limettensaft,Lime juice,Zumo de lima,Jus de citron vert,0.004,24,0.45,0.2,1.52,1.52,0.129,0.0048,🧃
V594132,"Schaf Zunge, gekocht","Sheep tongue, boiled","Oveja, lengua, cocida","Mouton, langue, cuite",0.696,229,18.6,17.2,0,0,0,0.145,🍖
C350222,"Reis poliert, gedämpft",White rice steamed,"Arroz blanco, al vapor","Riz blanc, cuit à la vapeur",0.12,108,2.446,0.181,23.8,0.09,0.8,0.01025,🍚
H030432,"Glasnudeln aus Mungbohnenstärke, gekocht","Glass noodles made from mung bean starch, boiled","Fideos de cristal de almidón de judía mungo, cocidos","Vermicelles d'amidon de haricot mungo, cuits",0.004,92,0.07,0.01,22.236,0,1.57,0.00922,🍝
U342182,Kalb Schnitzel (Keule) gebraten ohne Fett (Pfanne),Veal schnitzel (round) fried without fat (pan),"Ternera, escalope (pierna) frito sin grasa (sartén)","Veau, escalope (cuisse) poêlée sans matière grasse",1.221,126,29.224,0.974,0,0,0,0.19,🍖
U231200,"Rind Hals/Kamm/Nacken, tiefgefroren","Beef neck/chuck, deep-frozen","Vacuno, cuello/aguja, congelado","Bœuf, collier, surgelé",0.91,149,19.25,8.05,0,0,0,0.108,🥩
Y576113,"Ente gebraten im Ofen, mit Orangen und Sauce","Duck fried in oven, with oranges and sauce","Pato asado al horno, con naranja y salsa","Canard rôti au four, à l'orange, avec sauce",0.845,307,21.5,23.3,2.01,1.99,0.6,0.515,🍗
T506252,"Wels tiefgefroren, gedünstet","European catfish deep-frozen, stewed","Siluro congelado, rehogado","Silure surgelé, étuvé",0.561,117,13.5,7,0,0,0,0.048,🐟
V485142,"Pute Keule, ohne Haut, geschmort ohne Fett","Turkey leg, without skin, braised without fat","Pavo, muslo sin piel, estofado sin grasa","Dinde, cuisse sans peau, braisée sans matière grasse",1.012,136,26.943,3.094,0,0,0,0.122,🍗
E105182,Wachtelei gebraten ohne Fett (Pfanne),Quail egg fried without fat (pan),Huevo de codorniz frito sin grasa (sartén),Œuf de caille poêlé sans matière grasse,0.951,151,14.507,10.112,0.382,0.382,0,0.432,🍗
U611162,"Schwein Filet/Lende, gebraten ohne Fett (Ofen)","Pork tenderloin, fried without fat (oven)","Cerdo, solomillo, asado sin grasa (horno)","Porc, filet, rôti sans matière grasse (four)",1.3136,144,28.87,3.17,0,0,0,0.134,🍖
U733172,"Schaf Filetsteak, gegrillt","Sheep fillet steak, grilled","Oveja, filete de solomillo, a la parrilla","Mouton, steak de filet, grillé",1.48,170,33.15,4.18,0,0,0,0.1708,🍖
V122162,"Ziege Fleisch, gebraten ohne Fett (Ofen)","Goat meat, fried without fat (oven)","Cabra, carne, asada sin grasa (horno)","Chèvre, viande, rôtie sans matière grasse (four)",1.04,154,26.382,5.411,0,0,0,0.185,🍖
C320032,Buchweizen gekocht,Buckwheat boiled,Trigo sarraceno cocido,Sarrasin cuit,0.2,115,4.43,1.01,20.99,0.35657,1.88,0.0002,🥣
G101182,Chicoree gebraten ohne Fett (Pfanne),Witloof chicory fried without fat (pan),Endibia frita sin grasa (sartén),Endive poêlée sans matière grasse,0.191,38,4.509,0.34,2.4,1.72,2.5,0.218,🍖
V4B5182,"Hähnchen Unterschenkel, mit Haut, gebraten ohne Fett (Pfanne)","Chicken drumstick, with skin, fried without fat (pan)","Pollo, jamoncito con piel, frito sin grasa (sartén)","Poulet, pilon avec peau, poêlé sans matière grasse",1.06617,178,26.35,8.08,0,0,0,0.2918,🍗
V464162,"Ente Fleisch, mit Haut, gebraten ohne Fett (Ofen)","Duck meat, with skin, fried without fat (oven)","Pato, carne con piel, asada sin grasa (horno)","Canard, viande avec peau, rôtie sans matière grasse (four)",1.06,203,27.011,10.585,0,0,0,0.125,🍗
T420232,"Forelle tiefgefroren, pochiert","Trout deep-frozen, poached","Trucha congelada, escalfada","Truite surgelée, pochée",0.65,110,16.583,4.711,0,0,0,0.27,🐟
E112132,"Hühnerei Eigelb, gekocht","Chicken egg yolk, boiled","Yema de huevo de gallina, cocida","Jaune d'œuf de poule, cuit",0.675,345,15.6,31.3,0.21,0.21,0,0.13,🥚
T070152,Seeteufel gedünstet,Anglerfish stewed,Rape rehogado,Lotte étuvée,0.597,60,13.304,0.72,0,0,0,0.275,🐟
V464182,"Ente Fleisch, mit Haut, gebraten ohne Fett (Pfanne)","Duck meat, with skin, fried without fat (pan)","Pato, carne con piel, frita sin grasa (sartén)","Canard, viande avec peau, poêlée sans matière grasse",1.299,264,33.126,14.604,0,0,0,0.152,🍗
F312600,Traubensaft weiß,Grape white juice,Zumo de uva blanca,Jus de raisin blanc,0.013,64,0.63,0.16,13.99,13.99,0.06,0.010775,🧃
C219232,"Hartweizen ganzes Korn, gekocht","Durum wheat whole grain, boiled","Trigo duro grano entero, cocido","Blé dur grain entier, cuit",0.35,184,7.69,1.17,32.52,0.57156,6.28,0.0008,🌾
Y740162,Eier gekocht,Eggs boiled,Huevos cocidos,Œufs cuits,0.758,135,13.175,9,0.34,0.34,0,0.385,🥚
U121182,Rind Kotelett (Rücken) gebraten ohne Fett (Pfanne),Beef chop (loin) fried without fat (pan),"Vacuno, chuleta (lomo) frita sin grasa (sartén)","Bœuf, côte (longe) poêlée sans matière grasse",1.375,166,29.124,5.532,0,0,0,0.158,🍖
G261152,Brennnessel gedünstet,Stinging nettle stewed,Ortiga rehogada,Ortie étuvée,0.303,49,7.84,0.649,1.392,0.901,3.309,0,🥬
V524132,"Schaf Hirn, gekocht","Sheep brain, boiled","Oveja, sesos, cocidos","Mouton, cervelle, cuite",0.56,119,11.6,8.08,0,0,0,0.198,🍖
T306200,"Heilbutt/Weißer Heilbutt, tiefgefroren","Halibut/white halibut, deep-frozen","Fletán blanco, congelado","Flétan blanc, surgelé",0.68,133,20.1,5.83,0,0,0,0.168,🐟
V464142,"Ente Fleisch, mit Haut, geschmort ohne Fett","Duck meat, with skin, braised without fat","Pato, carne con piel, estofada sin grasa","Canard, viande avec peau, braisée sans matière grasse",1.021,213,26.019,12.094,0,0,0,0.06,🍗
U751142,"Schaf Gulasch (Bug, mager) geschmort ohne Fett","Sheep goulash (shoulder, lean) braised without fat","Oveja, gulash (paleta, magra) estofado sin grasa","Mouton, goulasch (épaule, maigre) braisé sans matière grasse",1.2,187,28.4,8.19,0,0,0,0.16,🍲
C147032,"Gerste Grütze, gekocht","Barley groats, boiled","Sémola gruesa de cebada, cocida","Gruau d'orge, cuit",0.125,88,2.362,0.417,17.225,0.475,2.861,0.002,🌾
G570200,Zuckermais tiefgefroren,Sweetcorn deep-frozen,Maíz dulce congelado,Maïs doux surgelé,0.134,73,3.3,1.367,10.5,3.77,3.1,0.005,🌽
T305272,"Goldbutt/Scholle, tiefgefroren, gegrillt","Plaice deep-frozen, grilled","Solla, congelada, a la parrilla","Plie, surgelée, grillée",0.892,111,23.988,1.719,0,0,0,0.548,🐟
G640152,Pastinake gedünstet,Parsnip stewed,Chirivía rehogada,Panais étuvé,0.044,58,2.6348,0.422,9.5,3.001,2.088,0.02,🥕
Y622112,Kabeljau pochiert (ohne Sauce),Cod poached (without sauce),Bacalao escalfado (sin salsa),Cabillaud poché (sans sauce),0.574,67,14.7,0.8,0.159,0.159,0.065,0.262,🐟
V478142,"Gans Innereien, geschmort ohne Fett","Goose giblets, braised without fat","Oca, menudillos, estofados sin grasa","Oie, abats, braisés sans matière grasse",1.2,210,26.6,11.51,0,0,0,0.21,🍗
U261162,"Rind Bug/Schulter, gebraten ohne Fett (Ofen)","Beef shoulder, fried without fat (oven)","Vacuno, paleta/espaldilla, asada sin grasa (horno)","Bœuf, épaule, rôtie sans matière grasse (four)",1.28,161,26.933,5.889,0,0,0,0.148,🍖
T793162,"Pilgermuschel/Jakobsmuschel, gratiniert ohne Fett (Ofen)",Scallop gratinated without fat (oven),"Vieira, gratinada sin grasa (horno)","Coquille Saint-Jacques, gratinée sans matière grasse (four)",0.794,69,16.987,0.111,0,0,0,0.822,🦪
E632200,"Dinkelvollkornteigwaren eifrei, roh","Wholemeal spelt pasta egg-free, raw","Pasta integral de espelta sin huevo, cruda","Pâtes complètes d'épeautre sans œuf, crues",0.634,347,13.88,2.38,62.19,1.081,10.5,0.005,🍝
G490500,Knoblauch Pulver,Garlic powder,Ajo en polvo,Ail en poudre,0.527,240,15.042,1.044,7,5.1,70.355,0.0489048,🧅
G430132,Gemüsefenchel gekocht,"Fennel/Florence fennel, boiled","Hinojo, cocido","Fenouil, cuit",0.08,27,1.4,0.2,3.43,2.97,3.4,0.055,🥕
X5A9030,Röstzwiebeln,Fried onions,Cebolla frita crujiente,Oignons frits,0.096,161,2.47,9.5,15.13,7.29,2.3,0.028,🧅
U866132,"Hammel Bug/Schulter, gekocht","Mutton shoulder, boiled","Carnero, paleta, cocida","Mouton castré, épaule, cuite",1.124,399,24.7,33.333,0,0,0,0.242,🥩
T793200,"Pilgermuschel/Jakobsmuschel, tiefgefroren",Scallop deep-frozen,"Vieira, congelada","Coquille Saint-Jacques, surgelée",0.729,63,15.6,0.1,0,0,0,0.74,🦪
V212200,"Hirsch Fleisch, tiefgefroren","Venison meat, deep-frozen","Ciervo, carne, congelada","Cerf, viande, surgelée",0.921,112,20.6,3.34,0,0,0,0.158,🍖
T313152,Rotzunge gedünstet,Witch stewed,Mendo rehogado,Plie cynoglosse étuvée,0.601,64,13.839,0.95,0,0,0,0.305,🍖
G312162,Broccoli gebacken,Broccoli baked,Brócoli al horno,Brocoli cuit au four,0.169,50,5.101,0.8404,3.3,1.94,4.2,0.092,🥦
U693162,"Schwein Hintereisbein/Hinterhaxe, gebraten ohne Fett (Ofen)",Pork hindshank (hock) fried without fat (oven),"Cerdo, codillo trasero, asado sin grasa (horno)","Porc, jarret arrière, rôti sans matière grasse (four)",1.05987,271,27.31,17.94,0,0,0,0.2488,🍖
F120152,"Apfel geschält, gedünstet","Apple peeled, stewed","Manzana pelada, rehogada","Pomme pelée, étuvée",0.007,51,0.2,0.3,11.02,9.619,1.7,0.002,🍎
V416132,"Hähnchen Brustfilet, gekocht","Chicken breast fillet, boiled","Pollo, filete de pechuga, cocido","Poulet, filet de poitrine, cuit",1.04227,116,26.16,1.24,0,0,0,0.064,🍗
V596132,"Hammel Zunge, gekocht","Mutton tongue, boiled","Carnero, lengua, cocida","Mouton castré, langue, cuite",0.598,197,16.031,14.8,0,0,0,0.198,🍖
V416182,"Hähnchen Brustfilet, gebraten ohne Fett (Pfanne)","Chicken breast fillet, fried without fat (pan)","Pollo, filete de pechuga, frito sin grasa (sartén)","Poulet, filet de poitrine, poêlé sans matière grasse",1.22693,137,30.79,1.59,0,0,0,0.147,🍗
E632300,Dinkelvollkorneierteigwaren roh,Wholemeal spelt egg pasta raw,Pasta integral de espelta al huevo cruda,Pâtes complètes d'épeautre aux œufs crues,0.664,353,14.11,2.69,61.95,0.779,12.3,0.042,🍝
U684162,"Schwein Nuss, gebraten ohne Fett (Ofen)","Pork thick flank, fried without fat (oven)","Cerdo, babilla, asada sin grasa (horno)","Porc, noix, rôtie sans matière grasse (four)",1.19697,135,27.95,2.63,0,0,0,0.1505,🍖
H310600,Kürbiskern geröstet ohne Fett,Pumpkin seed roasted without fat,Pipa de calabaza tostada sin grasa,Graine de courge grillée sans matière grasse,1.7,597,35.49,47.286,2.87,1.367,8.837,0.0672,🌰
W514032,"Kasseler, Rohpökelware, geräuchert, gekocht","Pork loin chop raw cured, smoked, boiled","Kasseler ahumado, cocido","Kasseler fumé, cuit",1.246,146,31.096,2.437,0,0,0,3.312,🍖
F405600,Sanddornsaft,Sea buckthorn berry juice,Zumo de espino amarillo,Jus d'argousier,0.035,33,0.94,2.33,1.9,1.8,0.4,0.015,🧃
T213272,"Alaska-Pollack/Alaska-Seelachs, tiefgefroren, gegrillt","Alaska pollock deep-frozen, grilled","Abadejo de Alaska, congelado, a la parrilla","Colin d'Alaska, surgelé, grillé",0.902,95,21.719,0.908,0,0,0,0.23,🐟
T060182,Hecht gebraten ohne Fett (Pfanne),Pike fried without fat (pan),Lucio frito sin grasa (sartén),Brochet poêlé sans matière grasse,0.974,99,21.8,1.27,0,0,0,0.2,🐟
T041142,Aal geschmort ohne Fett,Eel braised without fat,Anguila estofada sin grasa,Anguille braisée sans matière grasse,0.687,284,14.2,25.3,0,0,0,0.172,🐟
G541152,"Gemüsepaprika grün, gedünstet","Sweet pepper green, stewed","Pimiento verde, rehogado","Poivron vert, étuvé",0.036,42,1.174,0.261,7.48,7.08,2.2,0.012,🫑
G324152,Pak Choi gedünstet,Pak choi stewed (prepard without fat),Pak choi rehogado,Pak choï étuvé,0.062,17,1.915,0.213,1,0.8,1.8,0.035,🥬
P1A1130,Weizen-Radler (Weizenbier mit Zitronenlimonade),Wheat beer mixed with carbonated lemonade,Radler de trigo (cerveza de trigo con refresco de limón),Panaché de blé (bière de blé et limonade),0.016,40,0.307,0,5.861,4.673,0,0.012,🍺
T118152,"Schildmakrele/Stöcker, gedünstet",Atlantic horse mackerel stewed,"Jurel, rehogado","Chinchard, étuvé",0.684,114,18.516,4.46,0,0,0,0.17,🐟
N720800,Kräutertee (Getränk) mit Alkohol,Herbal tea (infusion) with alcohol,Infusión de hierbas (bebida) con alcohol,Tisane (boisson) avec alcool,0,15,0,0,0,0,0,0.005,🍵
G581132,Kürbis Pumpkin (C. pepo) gekocht,Pumpkin (C. pepo) boiled,Calabaza (C. pepo) cocida,Citrouille (C. pepo) cuite,0.03,38,1.151,0.136,6.08,5.34,3.709,0.001942,🎃
S211000,"Riegel aus Speiseeis, mit Karamell, überzogen mit Schokolade","Ice cream bar filled with ice cream and caramel, covered with chocolate","Barra de helado con caramelo, cubierta de chocolate","Barre glacée au caramel, enrobée de chocolat",0.1,347,3.3,16.9,42.2,35.4,2.37,0.185,🍨
N4A3300,"Cappuccino (Getränk) mit Milch 3,5 % Fett und Zucker",Cappuccino (infusion) with milk 3.5 % fat and sugar,"Capuchino (bebida) con leche 3,5 % grasa y azúcar","Cappuccino (boisson) au lait 3,5 % de matière grasse et sucre",0.125,58,2.9,2.73,5.34,5.34,0.082,0.072,☕
U831142,"Schaf Hals/Kamm/Nacken, geschmort ohne Fett","Sheep scrag, braised without fat","Oveja, cuello, estofado sin grasa","Mouton, collier, braisé sans matière grasse",1,242,26.9,14.88,0,0,0,0.155,🍖
